3380
217	350	18
217	226	25
350	461	38
350	12	38
350	403	14
350	266	23
350	400	4
350	216	34
350	415	0
350	372	42
350	215	26
350	156	42
350	249	42
350	508	6
350	217	10
350	226	25
287	461	38
287	12	38
286	461	38
286	12	38
286	216	34
286	119	0
286	154	30
286	198	18
286	372	42
286	428	13
286	156	42
286	249	42
286	127	10
286	409	2
286	115	35
286	346	18
286	370	18
286	505	6
286	226	25
409	461	38
409	12	38
409	208	48
409	246	21
409	481	30
409	216	34
409	168	20
409	123	28
409	567	14
409	415	0
409	198	18
409	372	42
409	428	13
409	156	42
409	249	42
533	216	34
533	415	0
533	372	42
533	325	12
533	429	6
533	334	10
533	249	42
533	11	35
409	286	2
409	346	18
409	370	18
409	173	20
346	461	38
346	12	38
346	216	34
346	119	0
346	198	6
346	372	42
346	428	13
346	156	42
346	249	42
346	549	30
346	370	6
346	409	10
346	286	35
370	461	38
370	12	38
370	208	48
370	246	21
370	276	14
370	250	30
370	239	30
370	216	34
370	168	20
370	460	37
370	415	0
370	198	6
370	372	42
370	428	13
370	156	42
370	249	42
370	346	6
370	409	10
370	286	35
370	173	20
127	12	38
127	61	4
127	216	34
127	415	0
127	372	42
127	215	26
127	249	42
127	217	6
127	287	6
127	115	2
127	286	18
127	505	18
127	226	25
115	12	38
115	216	34
115	119	0
115	372	42
115	215	26
115	249	42
115	127	2
115	286	18
115	505	18
115	226	25
533	12	38
533	424	46
581	12	38
581	216	34
581	211	2
581	119	0
581	372	42
581	249	42
581	251	6
581	149	10
581	423	35
11	12	38
11	216	34
11	119	0
11	372	42
11	334	2
11	249	42
11	533	18
28	461	38
28	12	38
28	216	34
28	119	0
28	502	13
28	372	42
28	334	2
28	156	42
28	249	42
28	72	10
28	9	35
9	12	38
9	216	34
9	119	0
9	372	42
9	215	26
9	249	42
9	72	2
9	28	18
9	359	18
9	378	37
227	208	48
227	29	21
227	400	4
227	394	30
227	424	46
227	276	14
227	36	33
227	216	34
227	316	17
227	316	33
227	446	13
227	311	33
227	316	20
227	415	0
227	518	14
227	444	33
227	372	42
227	156	42
227	249	42
227	218	10
227	359	2
227	226	25
227	120	7
243	12	38
243	216	34
243	415	0
243	104	18
243	372	42
243	337	13
243	249	42
72	12	38
72	216	34
72	415	0
72	502	13
72	372	42
72	249	42
72	9	2
72	28	18
72	359	18
72	68	10
359	12	38
359	216	34
359	119	0
359	502	13
359	372	42
359	215	26
359	249	42
359	72	10
359	227	2
359	9	35
227	461	38
227	12	38
55	12	38
55	223	48
55	424	46
55	216	34
55	443	6
55	157	13
55	119	0
55	220	42
55	249	42
55	42	10
55	540	6
55	82	35
55	60	20
55	417	1
82	12	38
82	208	48
82	424	46
82	267	13
82	216	34
82	119	0
82	372	42
82	495	6
82	249	42
82	569	12
82	42	2
82	55	18
82	540	18
82	60	20
82	391	6
82	13	37
82	226	25
82	256	1
540	12	38
540	223	48
540	424	46
540	267	13
540	216	34
540	443	6
540	157	13
540	341	4
540	415	0
540	220	42
540	249	42
540	42	10
540	55	6
540	82	35
540	60	20
540	214	42
540	417	1
540	226	25
540	207	27
74	12	38
74	238	13
74	216	34
74	415	0
74	229	6
74	372	42
74	293	6
74	249	42
74	411	6
74	375	12
74	383	10
74	251	35
74	226	25
167	208	48
167	340	21
167	424	46
167	317	2
167	87	30
167	216	34
167	237	12
167	396	13
167	386	13
167	228	18
167	568	18
167	131	18
167	119	0
167	367	18
167	566	18
167	372	42
167	468	6
167	205	41
167	156	42
167	249	42
167	466	33
167	555	6
167	88	10
167	577	35
167	68	20
167	226	25
167	404	1
167	461	38
167	12	38
529	12	38
529	216	34
529	446	13
529	119	0
529	502	13
529	444	6
529	372	42
529	249	42
529	218	6
529	284	10
529	196	35
529	522	2
529	186	18
411	12	38
411	238	13
411	216	34
411	415	0
411	229	6
411	372	42
411	293	6
411	249	42
411	74	6
411	375	12
411	383	10
411	251	35
411	226	25
411	277	1
466	461	38
466	12	38
466	400	4
466	95	30
466	515	14
466	216	34
466	167	33
466	396	13
466	415	0
466	253	12
466	372	42
466	468	33
466	156	42
466	249	42
466	292	28
466	555	33
466	88	6
466	226	25
466	404	1
443	244	41
443	317	33
443	336	44
443	216	34
443	168	17
443	168	33
443	510	17
443	525	33
443	230	37
443	96	12
443	320	33
443	371	28
443	352	33
443	514	33
443	255	33
443	112	33
443	55	6
443	540	6
443	128	28
443	461	38
443	12	38
443	424	46
443	61	4
443	401	30
443	276	14
443	157	13
443	386	13
443	465	14
443	415	0
443	518	14
443	372	42
443	560	42
443	156	42
443	249	42
443	42	10
443	418	35
443	563	31
443	226	25
443	546	1
443	398	14
351	12	38
351	97	4
351	398	14
351	424	46
351	216	34
351	157	13
351	341	4
351	415	0
351	372	42
351	560	42
351	249	42
351	214	42
351	417	1
351	226	25
351	579	35
351	25	10
351	453	18
228	64	47
228	424	46
228	537	30
228	317	10
228	216	34
228	237	12
228	36	2
228	386	13
228	568	6
228	131	6
228	446	13
228	167	35
228	119	0
228	367	6
228	566	6
228	372	42
228	215	26
228	156	42
228	249	42
228	71	1
228	226	25
228	461	38
228	12	38
122	12	38
122	97	4
122	398	14
122	424	46
122	216	34
122	157	13
122	341	4
122	415	0
122	372	42
122	560	42
122	249	42
122	214	42
122	417	1
122	389	10
122	226	25
122	527	6
122	296	35
122	421	18
122	345	18
25	12	38
25	398	14
25	400	4
25	424	46
25	216	34
25	157	13
25	341	4
25	567	14
25	145	14
25	415	0
25	372	42
25	249	42
25	214	42
25	226	25
25	579	2
25	351	18
18	12	38
18	424	46
18	216	34
18	157	13
18	341	4
18	119	0
18	372	42
18	249	42
18	214	42
18	226	25
18	450	6
18	6	6
18	422	6
18	554	6
18	43	6
18	506	10
531	12	38
531	400	4
531	424	46
531	276	14
531	216	34
531	567	14
531	415	0
531	557	44
531	372	42
531	576	37
531	249	42
531	419	1
531	226	25
527	12	38
527	97	4
527	398	14
527	400	4
527	424	46
527	216	34
527	157	13
527	341	4
527	567	14
527	415	0
527	372	42
527	560	42
527	249	42
527	214	42
527	417	1
527	389	10
527	226	25
527	122	6
527	548	35
453	214	42
453	419	1
453	226	25
453	351	10
421	12	38
421	97	4
421	398	14
421	424	46
421	216	34
421	157	13
421	341	4
421	415	0
421	372	42
421	560	42
421	249	42
421	214	42
421	419	1
421	226	25
421	345	6
421	122	10
421	345	2
453	395	47
453	12	38
453	97	4
453	398	14
453	348	14
453	424	46
453	369	14
453	216	34
453	157	13
453	341	4
453	415	0
453	372	42
453	560	42
453	249	42
62	12	38
62	61	4
62	369	14
62	216	34
62	302	13
62	478	28
62	415	0
62	372	42
62	249	42
62	389	6
62	226	25
62	548	6
62	296	6
34	461	38
34	12	38
34	424	46
34	216	34
34	119	0
34	44	14
34	372	42
34	215	26
34	429	2
34	156	42
34	249	42
34	71	1
34	226	25
528	424	46
528	216	34
528	486	42
528	283	42
528	226	36
528	461	38
528	12	38
513	12	38
513	398	14
513	424	46
513	578	14
513	216	34
513	237	12
513	410	37
513	386	13
513	415	0
513	372	42
513	249	42
513	563	31
373	461	38
373	12	38
373	61	4
373	384	30
373	268	14
373	216	34
373	512	13
373	415	0
373	230	37
373	372	42
373	156	42
373	249	42
373	118	12
373	226	25
373	331	1
373	22	18
63	424	46
63	216	34
63	283	42
63	461	38
63	12	38
22	461	38
22	12	38
22	61	4
22	268	14
22	216	34
22	512	13
22	415	0
22	230	37
22	372	42
22	156	42
22	249	42
22	99	30
22	118	12
22	226	25
22	373	10
179	424	46
179	216	34
179	240	42
179	283	42
179	226	36
179	461	38
179	12	38
291	424	46
404	424	46
291	216	34
404	216	34
291	283	42
404	283	42
291	226	36
404	226	36
345	12	38
291	461	38
291	12	38
404	461	38
404	12	38
345	435	47
345	424	46
345	541	4
345	216	34
345	157	13
345	341	4
345	119	0
345	372	42
345	45	42
345	249	42
345	214	42
345	419	1
345	226	25
345	421	6
345	122	10
345	421	2
91	424	46
91	216	34
91	283	42
91	461	38
91	12	38
552	424	46
552	216	34
552	324	42
552	226	36
552	461	38
552	12	38
277	424	46
277	216	34
277	283	42
277	226	36
277	461	38
277	12	38
219	424	46
219	216	34
219	283	42
219	226	36
219	12	38
79	424	46
79	216	34
79	324	42
79	79	36
79	461	38
79	12	38
178	424	46
178	216	34
178	283	42
178	226	36
178	461	38
178	12	38
256	424	46
256	216	34
256	283	42
256	226	36
256	12	38
536	424	46
536	216	34
536	283	42
536	226	36
536	12	38
165	424	46
165	216	34
165	407	42
165	461	38
165	12	38
275	424	46
275	216	34
275	324	42
275	275	36
275	461	38
275	12	38
103	424	46
103	216	34
103	324	42
103	103	36
103	461	38
103	12	38
260	424	46
260	216	34
260	324	42
260	486	42
260	260	36
260	12	38
210	424	46
210	216	34
210	324	42
210	461	38
210	12	38
252	424	46
252	216	34
252	324	42
252	252	36
252	461	38
252	12	38
263	424	46
263	216	34
263	324	42
263	461	38
263	12	38
50	424	46
50	561	42
50	216	34
50	535	15
50	12	38
184	424	46
184	216	34
184	324	42
184	461	38
184	12	38
2	424	46
2	216	34
2	283	42
2	461	38
2	12	38
547	424	46
547	216	34
547	283	42
547	461	38
547	12	38
176	424	46
176	541	4
176	216	34
176	119	0
176	566	2
176	372	42
176	215	26
176	249	42
176	226	25
176	12	38
274	424	46
274	216	34
274	407	42
274	461	38
274	12	38
316	538	47
316	158	47
316	424	46
316	487	30
316	59	14
316	36	6
316	216	34
316	302	13
316	446	13
316	311	17
316	311	6
316	567	14
316	119	0
316	49	18
316	444	10
316	270	2
316	372	42
316	521	30
316	545	18
316	155	18
316	156	42
316	249	42
316	227	17
316	248	35
316	83	14
316	226	25
316	291	1
316	461	38
316	12	38
316	488	4
568	424	46
568	264	30
568	317	10
568	268	14
568	216	34
568	237	12
568	228	6
568	386	13
568	131	6
568	167	35
568	119	0
568	367	6
568	566	6
568	222	37
568	372	42
568	220	42
568	156	42
568	249	42
568	299	14
568	71	1
568	83	14
568	226	25
568	461	38
568	12	38
484	216	34
484	572	32
484	48	42
484	461	38
484	12	38
131	424	46
131	317	10
131	150	30
131	216	34
131	237	12
131	228	6
131	410	37
131	386	13
131	568	6
131	167	35
131	415	0
131	367	6
131	566	6
131	372	42
131	220	42
131	156	42
131	249	42
131	449	41
131	71	1
131	226	25
131	461	38
131	12	38
131	306	14
51	130	14
51	424	46
51	98	14
51	216	34
51	314	30
51	415	0
51	372	42
51	156	42
51	249	42
51	461	38
51	12	38
123	216	34
123	402	42
123	38	42
123	226	45
123	12	38
211	400	4
211	130	14
211	424	46
211	177	14
211	190	30
211	515	14
211	216	34
211	123	28
211	53	28
211	94	13
211	415	0
211	518	14
211	485	10
211	372	42
211	156	42
211	249	42
211	581	2
211	226	25
211	461	38
211	12	38
480	216	34
480	200	22
480	106	8
480	377	42
480	461	38
480	12	38
311	400	4
311	424	46
311	61	4
311	73	30
311	382	14
311	36	6
311	216	34
311	202	37
311	316	17
311	446	13
311	316	6
311	53	28
311	415	0
311	474	28
311	557	44
311	49	18
311	444	10
311	372	42
311	545	18
311	155	18
311	156	42
311	249	42
311	248	35
311	226	25
311	291	1
311	461	38
311	12	38
16	424	46
16	177	14
16	301	14
16	382	14
16	169	30
16	268	14
16	216	34
16	344	28
16	161	44
16	415	0
16	557	44
16	372	42
16	143	37
16	156	42
16	249	42
16	60	6
16	226	25
16	461	38
16	12	38
204	216	34
204	324	42
204	572	32
204	484	39
204	461	38
204	12	38
332	424	46
332	61	4
332	5	30
332	414	14
332	382	14
332	216	34
332	567	14
332	556	21
332	568	20
332	415	0
332	448	14
332	372	42
332	468	2
332	156	42
332	249	42
332	366	33
332	259	37
332	226	25
332	327	48
332	461	38
332	12	38
288	461	38
288	12	38
288	216	34
288	524	42
147	424	46
147	382	14
147	491	30
147	216	34
147	567	14
147	405	14
147	519	14
147	415	0
147	290	14
147	518	14
147	372	42
147	156	42
147	249	42
147	260	1
147	461	38
147	12	38
197	461	38
197	12	38
197	208	48
197	340	21
197	400	4
197	424	46
197	276	14
197	216	34
197	123	28
197	567	14
197	53	28
197	379	30
197	415	0
197	499	28
197	557	44
197	372	42
197	156	42
197	249	42
197	226	25
68	461	38
68	12	38
68	208	48
68	424	46
68	89	30
68	61	4
68	216	34
68	556	21
68	568	20
68	415	0
68	502	13
68	372	42
68	156	42
68	249	42
68	72	18
68	522	18
68	226	25
68	179	1
76	461	38
76	12	38
76	403	14
76	266	23
76	400	4
76	424	46
76	61	4
76	551	30
76	304	31
76	216	34
76	567	14
76	344	28
76	415	0
76	372	42
76	295	14
76	156	42
76	249	42
76	419	1
76	226	25
76	128	28
522	12	38
522	216	34
522	415	0
522	502	13
522	372	42
522	249	42
522	68	10
522	529	2
522	186	18
186	12	38
186	216	34
186	415	0
186	502	13
186	372	42
186	249	42
186	522	10
186	529	35
397	461	38
397	12	38
397	97	4
397	424	46
397	98	14
397	216	34
397	168	2
397	415	0
397	372	42
397	570	30
397	560	42
397	139	14
397	156	42
397	249	42
70	424	46
70	268	14
70	438	14
70	216	34
70	185	30
70	415	0
70	372	42
70	156	42
70	249	42
70	371	28
70	128	28
70	165	1
70	461	38
70	12	38
315	424	46
315	100	30
315	92	14
315	382	14
315	216	34
315	119	0
315	372	42
315	495	17
315	156	42
315	249	42
315	516	12
315	226	25
315	461	38
315	12	38
571	336	44
571	424	46
571	553	30
571	216	34
571	157	13
571	341	4
571	415	0
571	372	42
571	156	42
571	249	42
571	86	6
571	214	42
571	419	1
571	226	25
571	461	38
571	12	38
60	461	38
60	12	38
60	208	48
60	523	48
60	400	4
60	424	46
60	301	14
60	515	14
60	216	34
60	380	31
60	281	30
60	544	30
60	16	6
60	442	30
60	415	0
60	40	42
60	557	44
60	372	42
60	107	37
60	495	20
60	156	42
60	249	42
60	134	28
60	279	14
60	187	42
60	83	14
60	392	21
60	226	25
479	461	38
479	12	38
479	400	4
479	424	46
479	177	14
479	496	30
479	216	34
479	343	14
479	302	13
479	161	44
479	415	0
479	270	10
479	372	42
479	156	42
479	249	42
479	419	1
479	226	25
75	326	26
75	424	46
75	440	14
75	532	14
75	216	34
75	399	14
75	567	14
75	119	0
75	32	30
75	376	26
75	372	42
75	156	42
75	249	42
75	461	38
75	12	38
75	278	14
387	461	38
387	12	38
387	23	14
387	208	48
387	29	21
387	424	46
387	347	30
387	216	34
387	316	20
387	415	0
387	372	42
387	156	42
387	249	42
387	164	14
387	226	25
387	120	7
77	461	38
77	12	38
77	424	46
77	201	12
77	216	34
77	234	30
77	119	0
77	372	42
77	156	42
77	249	42
77	226	25
77	497	6
77	467	10
77	536	1
93	461	38
93	12	38
93	424	46
93	216	34
93	562	30
93	465	14
93	415	0
93	372	42
93	156	42
93	249	42
391	208	48
391	340	21
391	424	46
391	475	30
391	61	4
391	267	13
391	216	34
391	341	4
391	415	0
391	372	42
391	495	6
391	156	42
391	249	42
391	569	12
391	17	18
391	82	6
391	315	20
391	214	42
391	226	25
391	550	18
391	256	1
81	461	38
81	12	38
81	424	46
81	349	30
81	216	34
81	119	0
81	198	17
81	67	37
81	372	42
81	156	42
81	249	42
81	165	1
505	12	38
505	61	4
505	216	34
505	415	0
505	372	42
505	215	26
505	249	42
505	286	6
505	127	10
505	115	35
505	226	25
391	461	38
391	12	38
493	461	38
493	12	38
493	445	0
493	340	21
493	539	48
493	216	34
493	525	3
493	156	42
493	249	42
493	173	42
493	420	6
493	262	6
493	66	20
262	461	38
262	12	38
262	445	0
262	216	34
262	156	42
262	249	42
262	42	3
262	173	42
262	493	6
262	420	6
420	461	38
420	12	38
420	445	0
420	216	34
420	199	3
420	156	42
420	249	42
420	173	42
420	493	6
420	262	6
261	461	38
261	12	38
261	216	34
261	156	42
261	249	42
261	173	42
140	461	38
140	12	38
140	216	34
140	156	42
140	249	42
140	173	42
419	461	38
419	12	38
419	424	46
419	216	34
419	324	42
419	226	11
419	434	29
419	226	36
247	450	27
247	461	38
247	12	38
247	306	14
247	180	30
247	61	4
247	216	34
247	300	14
247	415	0
247	483	30
247	372	42
247	156	42
247	249	42
247	66	20
417	461	38
417	12	38
417	424	46
417	216	34
417	407	42
417	486	42
417	283	42
417	226	36
563	216	34
563	504	42
563	461	38
563	12	38
389	424	46
389	369	14
389	216	34
389	157	13
389	478	28
389	415	0
389	372	42
389	215	26
389	560	42
389	249	42
389	417	1
389	226	25
389	548	6
389	296	6
389	62	6
389	548	2
389	296	2
389	122	18
389	527	18
389	269	47
389	12	38
389	97	4
389	398	14
509	565	30
509	424	46
509	515	14
509	216	34
509	355	13
509	53	28
509	415	0
509	69	14
509	372	42
509	215	26
509	560	42
509	39	6
509	156	42
509	249	42
509	494	6
509	163	6
509	65	10
509	121	35
509	528	1
509	461	38
509	12	38
509	97	4
509	398	14
226	424	46
226	561	42
226	216	34
226	322	29
226	419	15
226	461	38
226	12	38
478	12	38
478	216	34
478	402	42
478	226	45
489	461	38
489	12	38
489	216	34
489	57	42
199	461	38
199	12	38
199	456	48
199	427	21
199	427	24
199	258	21
199	492	24
199	424	46
199	360	30
199	335	40
199	216	34
199	168	2
199	168	20
199	484	43
199	415	0
199	372	42
199	213	19
199	156	42
199	249	42
199	307	14
199	83	14
280	461	38
280	12	38
280	97	4
280	398	14
280	208	48
280	340	21
280	170	14
280	424	46
280	135	30
280	125	14
280	216	34
280	443	20
280	415	0
280	105	20
280	372	42
280	560	42
280	156	42
280	249	42
280	371	28
280	371	41
280	165	1
161	461	38
161	12	38
161	216	34
161	78	9
161	192	42
161	14	9
500	461	38
500	12	38
500	424	46
500	153	14
500	328	30
500	216	34
500	141	14
500	374	14
500	119	0
500	232	14
500	105	17
500	372	42
500	310	42
500	156	42
500	249	42
27	461	38
27	12	38
27	312	30
27	424	46
27	470	14
27	216	34
27	415	0
27	372	42
27	156	42
27	249	42
357	461	38
357	12	38
357	424	46
357	216	34
357	117	42
78	400	4
78	177	14
78	61	4
78	216	34
78	161	44
78	415	0
78	15	30
78	372	42
78	156	42
78	249	42
78	226	25
78	461	38
78	12	38
104	400	4
104	424	46
104	408	30
104	268	14
104	216	34
104	119	0
104	372	42
104	337	13
104	156	42
104	249	42
104	243	10
104	226	25
104	461	38
104	12	38
198	336	44
198	424	46
198	216	34
198	465	14
198	415	0
198	372	42
198	428	13
198	156	42
198	249	42
198	346	6
198	370	6
198	409	10
198	286	35
198	81	17
198	226	25
198	178	1
198	461	38
198	12	38
367	208	48
367	424	46
367	317	10
367	216	34
367	237	12
367	228	6
367	386	13
367	568	6
367	131	6
367	167	35
367	415	0
367	566	6
367	416	30
367	372	42
367	220	42
367	429	20
367	156	42
367	249	42
367	449	41
367	71	1
367	226	25
367	461	38
367	12	38
546	216	34
546	430	42
546	226	36
546	461	38
546	12	38
331	216	34
331	236	42
331	226	36
331	461	38
331	12	38
105	424	46
105	61	4
105	52	30
105	515	14
105	369	14
105	216	34
105	302	13
105	123	28
105	567	14
105	390	21
105	405	14
105	53	28
105	344	28
105	500	17
105	415	0
105	474	28
105	104	20
105	270	6
105	372	42
105	560	42
105	151	6
105	156	42
105	249	42
105	371	28
105	1	10
105	138	35
105	508	2
105	534	18
105	226	25
105	219	1
105	559	47
105	327	48
105	461	38
105	12	38
105	97	4
105	398	14
498	216	34
498	236	42
498	226	36
498	461	38
498	12	38
364	216	34
364	236	42
364	226	36
364	461	38
364	12	38
26	216	34
26	236	42
26	257	42
26	226	36
26	461	38
26	12	38
434	216	34
434	236	42
434	226	36
434	461	38
434	12	38
146	216	34
146	236	42
146	226	36
146	461	38
146	12	38
353	216	34
353	236	42
353	226	36
353	461	38
353	12	38
313	216	34
313	236	42
313	226	36
313	461	38
313	12	38
233	216	34
233	236	42
233	226	36
233	461	38
233	12	38
425	461	38
425	12	38
425	208	48
425	424	46
425	301	14
425	191	14
425	216	34
425	235	30
425	415	0
425	372	42
425	156	42
425	249	42
425	471	38
425	226	25
548	12	38
548	424	46
548	541	4
548	268	14
548	216	34
548	157	13
548	478	28
548	119	0
548	372	42
548	215	26
548	45	42
548	249	42
548	417	1
548	389	6
548	389	2
548	226	25
548	296	6
548	62	6
548	527	18
450	400	4
450	424	46
450	61	4
450	216	34
450	157	13
450	567	14
450	465	14
450	415	0
450	290	14
450	372	42
450	249	42
450	247	27
450	226	25
450	146	1
450	43	17
450	6	6
450	422	6
450	554	6
450	43	6
450	18	6
450	506	10
296	12	38
296	424	46
296	541	4
296	268	14
296	216	34
296	157	13
296	478	28
296	119	0
296	372	42
296	215	26
296	45	42
296	249	42
296	417	1
296	389	6
296	389	2
296	226	25
296	548	6
296	62	6
296	122	18
282	12	38
282	317	6
282	424	46
282	216	34
282	237	12
282	410	37
282	386	13
282	415	0
282	372	42
282	249	42
282	71	1
282	112	6
282	418	6
282	255	10
282	514	35
282	226	25
207	12	38
207	216	34
207	415	0
207	372	42
207	249	42
207	540	27
271	461	38
271	12	38
271	424	46
271	268	14
271	267	13
271	216	34
271	24	30
271	119	0
271	372	42
271	495	10
271	156	42
271	249	42
271	516	12
271	226	25
271	101	6
271	511	6
271	79	1
450	12	38
323	461	38
323	12	38
323	400	4
323	424	46
323	61	4
323	216	34
323	431	30
323	415	0
323	372	42
323	156	42
323	249	42
323	226	25
550	461	38
550	12	38
550	424	46
550	267	13
550	216	34
550	341	4
550	415	0
550	372	42
550	189	30
550	156	42
550	249	42
550	17	6
550	569	12
550	391	10
550	214	42
550	226	25
354	461	38
354	12	38
354	336	44
354	276	14
354	216	34
354	393	30
354	465	14
354	415	0
354	372	42
354	156	42
354	249	42
354	371	28
354	226	25
101	424	46
101	268	14
101	267	13
101	216	34
101	507	30
101	119	0
101	518	14
101	372	42
101	495	10
101	156	42
101	249	42
101	516	12
101	226	25
101	271	6
101	511	6
289	461	38
289	12	38
289	424	46
289	265	30
289	268	14
289	216	34
289	119	0
289	372	42
289	156	42
289	249	42
289	165	1
497	461	38
497	12	38
497	306	14
497	424	46
497	501	30
497	201	12
497	216	34
497	415	0
497	372	42
497	156	42
497	249	42
497	77	6
497	226	25
497	467	10
497	536	1
101	461	38
101	12	38
206	336	44
206	400	4
206	424	46
206	308	30
206	216	34
206	123	28
206	465	14
206	415	0
206	372	42
206	156	42
206	249	42
206	371	28
206	226	25
511	424	46
511	90	30
511	268	14
511	267	13
511	216	34
511	119	0
511	372	42
511	495	10
511	156	42
511	249	42
511	516	12
511	226	25
511	271	6
511	101	6
511	552	1
506	171	47
506	12	38
506	97	4
506	398	14
506	424	46
506	216	34
506	157	13
506	341	4
506	415	0
506	372	42
506	560	42
506	249	42
506	214	42
506	419	1
506	226	25
506	450	18
506	6	18
506	422	18
506	554	18
506	43	18
506	18	18
206	461	38
206	12	38
412	461	38
412	12	38
412	424	46
412	542	30
412	414	14
412	111	14
412	216	34
412	415	0
412	372	42
412	156	42
412	249	42
175	461	38
175	12	38
175	400	4
175	424	46
175	216	34
175	361	30
175	415	0
175	372	42
175	156	42
175	249	42
175	226	25
511	461	38
511	12	38
6	12	38
6	400	4
6	424	46
6	515	14
6	216	34
6	415	0
6	372	42
6	249	42
6	419	1
6	226	25
6	450	6
6	422	6
6	554	6
6	43	6
6	18	6
6	506	10
6	285	13
285	12	38
285	216	34
285	482	42
422	12	38
422	400	4
422	130	14
422	424	46
422	515	14
422	216	34
422	157	13
422	415	0
422	372	42
422	249	42
422	226	25
422	146	1
422	450	6
422	6	6
422	554	6
422	43	6
422	18	6
422	506	10
554	12	38
554	97	4
554	398	14
554	424	46
554	216	34
554	157	13
554	341	4
554	415	0
554	372	42
554	560	42
554	249	42
554	214	42
554	419	1
554	226	25
554	450	6
554	6	6
554	422	6
554	43	6
554	18	6
554	506	10
477	12	38
477	97	4
477	398	14
477	424	46
477	216	34
477	157	13
477	341	4
477	415	0
477	406	28
477	372	42
477	560	42
477	249	42
477	214	42
477	419	1
477	226	25
477	579	6
43	12	38
43	424	46
43	216	34
43	157	13
43	119	0
43	372	42
43	249	42
43	226	25
43	434	1
43	450	17
43	450	6
43	6	6
43	422	6
43	554	6
43	18	6
43	506	10
467	461	38
467	12	38
467	424	46
467	61	4
467	515	14
467	201	12
467	216	34
467	415	0
467	372	42
467	156	42
467	249	42
467	77	18
467	226	25
467	497	18
467	536	1
14	461	38
14	12	38
14	23	14
14	177	14
14	515	14
14	268	14
14	216	34
14	221	30
14	473	37
14	53	28
14	161	44
14	415	0
14	372	42
14	156	42
14	249	42
579	12	38
579	488	4
579	398	14
579	424	46
579	216	34
579	157	13
579	341	4
579	119	0
579	406	28
579	372	42
579	45	42
579	249	42
579	214	42
579	226	25
579	477	6
579	351	18
579	25	2
229	437	47
229	208	48
229	29	21
229	424	46
229	459	30
229	541	4
229	238	13
229	216	34
229	316	20
229	119	0
229	49	2
229	372	42
229	215	26
229	293	6
229	151	2
229	545	2
229	156	42
229	249	42
229	74	6
229	411	6
229	375	12
229	383	10
229	251	35
229	226	25
229	120	7
229	277	1
229	461	38
229	12	38
485	336	44
485	424	46
485	61	4
485	84	30
485	216	34
485	211	18
485	465	14
485	94	13
485	415	0
485	372	42
485	156	42
